document_id,snippet_id,snippet,group_folder,code_lev0,code_lev1,code_lev2
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 1,"Con- sistent with previous SfM-based topographic modelling efforts (Niethammer et al., 2012; Fonstad et al., 2013), our SfM-derived DEM appeared accurate and correlated with the high resolution TLS-derived DEM.",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 2,"However, we note that the performance of the SfM-derived treemeasurements appeared to decline substantially as vegetation density increased (Fig. 3), which is also consistent with previous ﬁndings (Dandois and Ellis, 2013)",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Unmanned Aircraft System (UAS) Structure-From-Motion (SfM) for Monitoring the Changed Flow Paths and Wetness in Minerotrophic Peatland Restoration,Reference 1,DJI Pilot (for Phantom 4 RTK).,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Unmanned Aircraft System (UAS) Structure-From-Motion (SfM) for Monitoring the Changed Flow Paths and Wetness in Minerotrophic Peatland Restoration,Reference 2,"On average, each of our tie-points had 5.7 projections. The modelled ground surface under dense tree canopy gave poor accuracy, and thus we cannot recommend SfM for mapping the grounds in such environments ([18] reported similar ﬁndings)",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Unmanned Aircraft System (UAS) Structure-From-Motion (SfM) for Monitoring the Changed Flow Paths and Wetness in Minerotrophic Peatland Restoration,Reference 3,"The SfM processing procedure included many steps and plenty of parametrization (see e.g., [84,85])",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 1,Table 4. Summary of the PPCs generated for each of the nine study sites. LiDAR: Light Detection and Ranging; GCP: ground control points.,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 2,"The strong, statistically signiﬁcant correlations between ground and PPC estimations of mean and maximum vegetation height demonstrated that the point clouds produced by UAV-acquired imagery reﬂected on-the-ground vegetation heights quite well. Pearson’s",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 3,"One possible explanation for the better performance of PPC metrics in modeling vegetation cover at this height strata, versus the lower strata, may relate to the limitation of PPC observations to the upper canopy surface of a vegetated area, and the difﬁculty in capturing information below this canopy surface. In areas covered by taller shrubs, vegetation cover at lower strata will be hidden from view in a PPC.",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Using lightweight unmanned aerial vehicles to monitor tropical forest recovery,Reference 1,3D multi-spectral RGB point clouds,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Using lightweight unmanned aerial vehicles to monitor tropical forest recovery,Reference 2,mean density 55 points m~2,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Using Uncrewed Aerial Vehicles for Identifying the Extent of Invasive Phragmites australis in Treatment Areas Enrolled in an Adaptive Management Program,Reference 1,Up to 5 cm,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Using Uncrewed Aerial Vehicles for Identifying the Extent of Invasive Phragmites australis in Treatment Areas Enrolled in an Adaptive Management Program,Reference 2,standard optical RGB camera,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Using Unmanned Aerial Vehicles to assess the rehabilitation performance of open cut coal mines,Reference 1,"R=Red, G=Green, B=Blue, RE=red edge, NIR=near infrared",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 1,"A DJI Mavic Pro multicopter UAS (DJI, Shenzhen, China) was used to collect the RGB images",Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 2,5 cm,Drone studies,GENERAL,SENS (Drone sensor),SENS - RGB
Multisensor data to derive peatland vegetation communities using a fixed-wing unmanned aerial vehicle,Reference 1,"The OOB error gives information about the quality of the training. The error was 0.2% for PW and 1.8% for CDCW showing that nearly all training data were predicted correctly and, thus, the RF algorithm worked very precisely for the data at hand.",Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 1,Zenmuse-XT thermal camera (FLIR Systems,Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 2,12 cm,Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 3,"Of the individual classes, most of the water areas were detected and had the warmest temperatures in the morning compared with other LULC types (average minimum difference of 0.84 ◦C). The temperatures of water areas gradually increased but not as fast as the temperatures of bare soil, and water areas slowly released absorbed heat; thus, the water areas usually had the warmest temperature by night. It",Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 4,"Instead, some weakness in the alignment process was shown in the morning time, where thermal trends in the peat were not showing much variety across the site, giving difﬁculties in selecting the tie points for each image. Several alignment processes were repeated to establish the correct alignment; however, selecting manual tie points could be one option to aid in providing a reference to make better alignments if it does not well work.",Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Visualizing the Spatiotemporal Trends of Thermal Characteristics in a Peatland Plantation Forest in Indonesia~ Pilot Test Using Unmanned Aerial Systems (UASs),Reference 5,"If the oxidation process is continuously increasing with the temperature trends shown by Jauhiainen et al. [11] and Hilasvuori et al. [12], then with respect to the temperature of the peat in the site, in the morning and night, the majority of the area is more than 25◦ C, and in the afternoon, it can even peak to 50◦ C. If so, then the progress of the decomposition is accelerating more than expected, and there is a possibility of underestimating the possible emission rates of the peat areas",Drone studies,GENERAL,SENS (Drone sensor),SENS - Thermal
Assessing the status of forest regeneration using digital aerial photogrammetry and unmanned aerial systems,Reference 1,"Our results show similarities with other studies where analogous classiﬁcation methodologies were employed for large-scale land-cover classiﬁcations in Canada (Powers et al. 2015). These results further illustrate the potential of incorporating UAS acquired imagery for forest management purposes. The methodology was successful at diﬀerentiating, classifying, and detailing forest cover for stands of diﬀerent regeneration ages and geographical locations (Table 3, 4).",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Comparison of leaf-off and leaf-on combined UAV imagery and airborne LiDAR for assessment of a post-mining site terrain and vegetation structure~ Prospects for monitoring hazards and restoration success,Reference 1,The vegetation is in a late succession stage 35–50 years after,Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Detection and Quantification of Forest-Agriculture Ecotones Caused by Returning Farmland to Forest Program Using Unmanned Aircraft Imagery,Reference 1,"There is a typical landscape with ecotones across the original Yunnan Pinus (Pinus yunnanensis) community and an abandoned land under the inﬂuence of the RFFP. Since 2003, the impact of this policy has been here for more than a decade. Before that, the study area was mainly planted with corn. In addition to Yunnan Pine, other dominant species in this study area include Coriaria nepalensis and Desmodium yunnanense.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Determination of Riparian Vegetation Biomass from an Unmanned Aerial Vehicle (UAV),Reference 1,Table 2. Main features of the test sites and ground-collected allometric data.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Mapping Key Indicators of Forest Restoration in the Amazon Using a Low-Cost Drone and Artificial Intelligence,Reference 1,Figure 3. Example of Vismia: manually delineated samples with precise GNSS coordinates that conﬁrm how these targets look in the RPA image (a); and ground photo (b).,Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Mapping Restoration Activities on Dirk Hartog Island Using Remotely Piloted Aircraft Imagery,Reference 1,"Plant samples ranged from pioneer to climax individuals, and their respective canopy boundaries were digitised using ArcGIS Pro version 2.4.0 [38]. Canopy",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Monitoring restored tropical forest diversity and structure through UAV-borne hyperspectral and lidar fusion,Reference 1,"Forest inventory field data were collected in November 2019, when the plantation was 13.5 years old.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Object-Based Mangrove Species Classification Using Unmanned Aerial Vehicle Hyperspectral Images and Digital Surface Models,Reference 1,"KC and SA were the dominant mangrove species, and other mangrove species were fairly scattered over the study site. SA stands have taller tree height; in contrast, AA and AI stands are shorter and are generally classed as undergrowth. KC in the study",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
"Remote sensing of wildfire using a small unmanned aerial system~ Post-fire mapping, vegetation recovery and damage analysis in grand bay, Mississippi~Alabama, USA",Reference 1,"Figure 7. Pre-ﬁre NAIP multispectral imagery: (a) A mosaic of the multispectral NAIP imagery (red, green and blue bands are shown) captured over Grand Bay National Estuarine Research Reserve/National Wildlife Refuge in October 2014 and (b) classiﬁcation map produced by hierarchical object-based image analysis showing the extent of healthy vegetation.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 1,"The study areas in northern Arizona (Panels A and B) and the UAV instruments (Panels C and D). The forest study area (Panel A) included four sites with various tree density and canopy cover as a result offour different treatments: 1) thin only, 2) thin & burn, 3) burn only, and 4) control. The ecotone study area (Panel B) also included an environmental gradient of vegetation and topography spanning a ponderosa pine forest at a higher elevation to a grassland meadow at the lower elevation.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Unmanned Aircraft System (UAS) Structure-From-Motion (SfM) for Monitoring the Changed Flow Paths and Wetness in Minerotrophic Peatland Restoration,Reference 1,Figure 9. Field photographs and their shooting locations for the restoration sites of Loukkusuo (A) and Iso Leväniemi (B). The sequence (A1–A5) shows how the peatland surface develops when moving from the tree-covered area to the open peatland. (A6) and (B1) show the excavation footprint. (B2) shows ﬂow-derived erosion on the ditch inﬁlled with organic and mineral soil. (B3) shows the wide inundation during the high-water season after restoration. The sequence (B4–B8) shows how the water from the inﬁlled ditch is directed to the open peatland through a manually-dug ditch. (C1) shows a GCP not yet attached to the pole hit through the peat and (C2) shows a GCP attached to a tree stump. The blue arrows represent the direction of water ﬂow.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 1,varying successional stages,Drone studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Evaluation of a Regional Monitoring Program's Statistical Power to Detect Temporal Trends in Forest Health Indicators,Reference 1,Tree regeneration and shrub measurements were collected on four 2-m radius circular microplots embedded within each plot.,d studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Floristic quality assessment for marshes in Alberta's northern prairie and boreal regions,Reference 1,Table 1. CC values representing the median coefﬁcient ofconservatism value assigned to a species in the Aspen Parkland and Boreal Plains regions by nine expert botanists. Only species found during sampling are listed. ∗Denotes exotic species; n/d = no data.,d studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Floristic Quality Index for woodland ground flora restoration~ Utility and effectiveness in a fire-managed landscape,Reference 1,"The CCMA study was designed as a companion study (using prescribed burning) to MOFEP, a landscape-scale forest management experiment that does not use any prescribed burning. Focused primarily on timber harvest, MOFEP evaluates the effects of even-aged forest management, uneven-aged forest management, and no-harvest management on a variety of biotic and abiotic responses. The ﬁrst harvest entry to the 280–480 ha units of MOFEP took place in 1996; however, the untreated control units have not received prescribed ﬁre or timber harvest since 1950 (Shiﬂey and Brookshire, 2000).",d studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
Sampling forest tree regeneration with a transect approach,Reference 1,uneven-aged,d studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
The hierarchy of predictability in ecological restoration~ are vegetation structure and functional diversity more predictable than community composition~,Reference 1,Restoration treatments included combinations of light or heavy tree thinning and no ﬁre or repeated prescribed ﬁre every 4 years to release the herbaceous understorey from overstorey competition.,d studies,GENERAL,SUCC (Successional stages of ecosites),SUCC - Climax stage
3D-CNN based UAV hyperspectral imagery for grassland degradation indicator ground object classification research,Reference 1,tween the fruiting and yellowing phases of the most vigorous plant growth stage.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
A robust object-based woody cover extraction technique for monitoring mine site revegetation at scale in the monsoonal tropics using multispectral RPAS imagery from different sensors,Reference 1,2003 and 2008,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Aboveground biomass estimation of wetland vegetation at the species level using unoccupied aerial vehicle RGB imagery,Reference 1,"Zizania latifolia (Z. latifolia)is the dominant species of emergent vegetation in Honghu Wetland, and monitoring its aboveground biomass (AGB) can provide a scientiﬁc basis for the protection and restoration of this and other wetlands along the Yangtze River. This",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Assessing the status of forest regeneration using digital aerial photogrammetry and unmanned aerial systems,Reference 1,"Our results show similarities with other studies where analogous classiﬁcation methodologies were employed for large-scale land-cover classiﬁcations in Canada (Powers et al. 2015). These results further illustrate the potential of incorporating UAS acquired imagery for forest management purposes. The methodology was successful at diﬀerentiating, classifying, and detailing forest cover for stands of diﬀerent regeneration ages and geographical locations (Table 3, 4).",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Augmenting size models for Pinus strobiformis seedlings using dimensional estimates from unmanned aircraft systems,Reference 1,"mate seedling size. Once the seedlings are not spatially distinguishable from one another from above, estimating seedling size using UAS becomes nonviable",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Automatic Identification of Shrub-Encroached Grassland in the Mongolian Plateau Based on UAS Remote Sensing,Reference 1,"Figure 1. Experimental areas: (a) locations of the Grass for Green Test Area (GGA), the Typical Steppe Test Area (TSA) and the Desert Steppe Test Area (DSA); (b,c) unmanned aircraft system (UAS) image and photo of the GGA; (d,e) UAS image and photo of the TSA; (f,g) UAS image and photo of the DSA.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Comparison of leaf-off and leaf-on combined UAV imagery and airborne LiDAR for assessment of a post-mining site terrain and vegetation structure~ Prospects for monitoring hazards and restoration success,Reference 1,The vegetation is in a late succession stage 35–50 years after,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Detection and Quantification of Forest-Agriculture Ecotones Caused by Returning Farmland to Forest Program Using Unmanned Aircraft Imagery,Reference 1,"There is a typical landscape with ecotones across the original Yunnan Pinus (Pinus yunnanensis) community and an abandoned land under the inﬂuence of the RFFP. Since 2003, the impact of this policy has been here for more than a decade. Before that, the study area was mainly planted with corn. In addition to Yunnan Pine, other dominant species in this study area include Coriaria nepalensis and Desmodium yunnanense.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Determination of Riparian Vegetation Biomass from an Unmanned Aerial Vehicle (UAV),Reference 1,Table 2. Main features of the test sites and ground-collected allometric data.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Development of an Automated Monitoring Platform for Invasive Plants in a Rare Great Lakes Ecosystem Using Uncrewed Aerial Systems and Convolutional Neural Networks,Reference 1,"Ground surveys were conducted by ecologists within the defined monitoring area for the target invasive plant species. Locations of target invasive plant species and additional plant species of interest (i.e., additional invasive species, rare species, indicator species, and confusors) were marked with high-precision handheld GPS. Garmin Monterra units were used throughout the course of this project. In addition, we used color-coded flagging to mark a sampling of invasive plant species within each site (Figure 2). Both the GPS waypoints and color-coded flagging were used to facilitate later identification of invasive species on high-resolution imagery. In addition, the ground campaign provided critical information about where to focus UAS monitoring efforts within the sites.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
EFFECT OF TEXTURAL FEATURES FOR LANDCOVER CLASSIFICATION OF UAV MULTISPECTRAL IMAGERY OF A SALT MARSH RESTORATION SITE,Reference 1,"The images were taken on 5 July 2020 (Table 2), after vegetation had been growing for a few months. Each image had a spatial resolution close to 7 cm.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
"Evaluating techniques for mapping island vegetation from unmanned aerial vehicle (UAV) images~ Pixel classification, visual interpretation and machine learning approaches",Reference 1,"following helicopter herbicide sprays to eradicate weeds, including",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Extraction and monitoring of vegetation coverage based on uncrewed aerial vehicle visible image in a post gold mining area,Reference 1,because healthy green vegetation,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Forest restoration monitoring through digital processing of high resolution images,Reference 1,and ﬁve years of implementation,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Mapping Key Indicators of Forest Restoration in the Amazon Using a Low-Cost Drone and Artificial Intelligence,Reference 1,Figure 3. Example of Vismia: manually delineated samples with precise GNSS coordinates that conﬁrm how these targets look in the RPA image (a); and ground photo (b).,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Mapping Restoration Activities on Dirk Hartog Island Using Remotely Piloted Aircraft Imagery,Reference 1,"Plant samples ranged from pioneer to climax individuals, and their respective canopy boundaries were digitised using ArcGIS Pro version 2.4.0 [38]. Canopy",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Mechanical Harvesting Effectively Controls Young Typha spp. Invasion and Unmanned Aerial Vehicle Data Enhances Post-treatment Monitoring,Reference 1,1-year after treatments were implemented,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring Dynamic Braided River Habitats~ Applicability and Efficacy of Aerial Photogrammetry from Manned Aircraft versus Unmanned Aerial Systems,Reference 1,"Output image mosaics from different manned aircraft and unmanned ﬂight missions over the Aparima River: (a) Manned aircraft ﬂight 2018, (b) Manned aircraft ﬂight 2019, (c) Manned aircraft ﬂight 2020, (d) unmanned ﬂight 2020 over the Northern end, (e) unmanned ﬂight 2020 over the central area, (f) unmanned ﬂight 2020 over the Southern end, (g) zoomed in subsection of manned aircraft ﬂight 2018, (h) zoomed in subsection of manned aircraft ﬂight 2019, (i) zoomed in subsection of manned aircraft ﬂight 2020, (j) zoomed in subsection of unmanned ﬂight 2020 over the Northern end. Red, blue, and yellow polygons on 1e delineates the Northern, central and Southern sections performed with UASs. The zoomed in subsections (1g,1h,1i,1j) showcases the ground resolution difference among the ﬂight missions.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring height and greenness of non-woody floodplain vegetation with UAV time series,Reference 1,Fig. 1. Location of study area in the Netherlands (A). Field impressions of low ﬂoodplain vegetation types (B). Orthophoto of Breemwaard in June 2015 with ﬁeld plot locations. Black line indicates the boundary of the study area (C).,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring opencast mine restorations using Unmanned Aerial System (UAS) imagery,Reference 1,"Revegetation measures consisted of sowing a mixture of herbaceous seeds (mainly grasses and leguminous) and planting local shrubs (mainly Rosmarinus ofﬁcinalis) and trees (mainly Pinus halepensis), at a mean density of about 400 seedlings ha−1",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring post-fire neighborhood competition effects on pine saplings under different environmental conditions by means of UAV multispectral data and structure-from-motion photogrammetry,Reference 1,"Fig. 3. Detailed view of the RGB orthomosaic (left) and the vegetation classified map (right) produced from multispectral and height data classification for complex areas in terms of ground cover heterogeneity with pine saplings presence in the Atlantic (A), Transition (B) and Mediterranean (C) study sites.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring restored tropical forest diversity and structure through UAV-borne hyperspectral and lidar fusion,Reference 1,"Forest inventory field data were collected in November 2019, when the plantation was 13.5 years old.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring the colonization of alluvial deposits using multitemporal UAV RGB-imagery,Reference 1,"F I GURE 1 Location of the Sélune watershed in France (a), of dams and study site in the Sélune River watershed (b) and of vegetation survey points and transect numbers in the study site (c). Base image: BD ORTHO from French Geographic Institute (IGN) [Colour figure can be viewed at wileyonlinelibrary.com]",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring the structure of regenerating vegetation using drone-based digital aerial photogrammetry,Reference 1,"Table 2. Plant species observed on the transects, including representative life form and study site(s) of occurrence.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Multisensor data to derive peatland vegetation communities using a fixed-wing unmanned aerial vehicle,Reference 1,"Figure 1. Study area in Mecklenburg-Western Pomerania (North-East Germany). Color-infrared representations of the test sites PW and CDCW (UAV data: senseﬂy eBee plus, Parrot Sequoia (bands 4/2/1), aerial images: https://www.geodaten-mv.de/dienste/adv_dop). Images were acquired on 5 September 2017 with a ﬁxed-wing senseﬂy eBee plus. PW is a rewetted percolation mire and CDCW is a partly drained (CD), partly rewetted (CW) coastal mire. Overview map (www.naturalearth data.com) and Photos from the test sites (Photographed by the author in 2018).",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Object-Based Mangrove Species Classification Using Unmanned Aerial Vehicle Hyperspectral Images and Digital Surface Models,Reference 1,"KC and SA were the dominant mangrove species, and other mangrove species were fairly scattered over the study site. SA stands have taller tree height; in contrast, AA and AI stands are shorter and are generally classed as undergrowth. KC in the study",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Object-Based Wetland Vegetation Classification Using Multi-Feature Selection of Unoccupied Aerial Vehicle RGB Imagery,Reference 1,"More than 100 species of vegetation have been found in Honghu wetland during the ﬁeld survey after 2010 [51], such as Humulus scandens, Alternanthera philoxeroides, Setaria viridis, Acalypha australis, Polygonum lapathifolium, Polygonum perfoliatum, Nelumbo nucifera, Zizania latifolia, Phragmites communis, Eichhornia crassipes, Potamogeton crispus, etc. The high plant biodiversity in Honghu wetland makes it a suitable and representative place for wetland vegetation classiﬁcation",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
"Remote sensing of wildfire using a small unmanned aerial system~ Post-fire mapping, vegetation recovery and damage analysis in grand bay, Mississippi~Alabama, USA",Reference 1,"Figure 7. Pre-ﬁre NAIP multispectral imagery: (a) A mosaic of the multispectral NAIP imagery (red, green and blue bands are shown) captured over Grand Bay National Estuarine Research Reserve/National Wildlife Refuge in October 2014 and (b) classiﬁcation map produced by hierarchical object-based image analysis showing the extent of healthy vegetation.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Species Classification of Automatically Delineated Regenerating Conifer Crowns Using RGB and Near-Infrared UAV Imagery,Reference 1,"Five regenerating stands (12–14 years postharvest, ranging in area from 2.4 to 34.4 ha)",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
The colors of heath flowering - quantifying spatial patterns of phenology in Calluna life-cycle phases using high-resolution drone imagery,Reference 1,". In particular, we utilize true color camera information and digital surface models to determine the spatiotemporal evolution of Calluna life-cycle phases and ﬂowering phenology 2 years after controlled burning.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 1,"The study areas in northern Arizona (Panels A and B) and the UAV instruments (Panels C and D). The forest study area (Panel A) included four sites with various tree density and canopy cover as a result offour different treatments: 1) thin only, 2) thin & burn, 3) burn only, and 4) control. The ecotone study area (Panel B) also included an environmental gradient of vegetation and topography spanning a ponderosa pine forest at a higher elevation to a grassland meadow at the lower elevation.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
UAV-Hyperspectral Imaging to Estimate Species Distribution in Salt Marshes~ A Case Study in the Cadiz Bay (SW Spain),Reference 1,Figure 2. Landscapes with dominant vegetation throughout the salt marsh horizons. (a) Sarcocornia spp. populate the medium salt marsh horizon. (b) The vegetation of medium and low horizons overlaps in a narrow fringe here called the transition zone. The abundance of species from the medium and the low horizons can be found in different proportions. (c) Sporobolus maritimus dominates the low horizon of the salt marsh.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Unmanned aerial vehicles as innovative remote sensing platforms for high-resolution infrared imagery to support restoration monitoring in cut-over bogs,Reference 1,"pre-deﬁned classes (waterlogged bare peat, Sphagnum spp., Eriophorum vaginatum and Betula pubescens.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Unmanned Aircraft System (UAS) Structure-From-Motion (SfM) for Monitoring the Changed Flow Paths and Wetness in Minerotrophic Peatland Restoration,Reference 1,Figure 9. Field photographs and their shooting locations for the restoration sites of Loukkusuo (A) and Iso Leväniemi (B). The sequence (A1–A5) shows how the peatland surface develops when moving from the tree-covered area to the open peatland. (A6) and (B1) show the excavation footprint. (B2) shows ﬂow-derived erosion on the ditch inﬁlled with organic and mineral soil. (B3) shows the wide inundation during the high-water season after restoration. The sequence (B4–B8) shows how the water from the inﬁlled ditch is directed to the open peatland through a manually-dug ditch. (C1) shows a GCP not yet attached to the pole hit through the peat and (C2) shows a GCP attached to a tree stump. The blue arrows represent the direction of water ﬂow.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Unmanned Aircraft System Photogrammetry for Mapping Diverse Vegetation Species in a Heterogeneous Coastal Wetland,Reference 1,"Fig. 4 Classified species maps from RF (a), and SVM (b)",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 1,varying successional stages,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Using lightweight unmanned aerial vehicles to monitor tropical forest recovery,Reference 1,7–9-yr,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Using Uncrewed Aerial Vehicles for Identifying the Extent of Invasive Phragmites australis in Treatment Areas Enrolled in an Adaptive Management Program,Reference 1,"Comparison of Phantom 3 RGB orthophoto imagery to MAPIR NIR orthophoto imagery and a DSM derived from the Phantom 3 imagery, created with Metashape.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
